Collection,Nid,Title,Contributing Institution,Contributor,Coverage,Creator,Date Digital,Date Original (Precise),Date Original (Precise),Decade,Description,Digitization Specifications,Excerpt,Folder,Format,Image,Language,Publisher,Relation,Resource Identifier,Rights Management,Series,Source,Subject,Transcript,Type,Video
Back to the Land,426,Gas Delivery,,Birdsfoot Farm,,"Jones, Doug",26-Jan-10,,,,Big Al Lumley delivering propane gas on Birdsfoot back porch.,"Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00017_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,"Original version: photograph, b&w; 8 x 10 in.",Birdsfoot Farm,,Image,
,,,,,,,,,,,,,,,,xlm_mss_158_birdsfoot_00017b_sc.jpg,,,,,,,,Farm life,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farmhouses,,,
Back to the Land,427,Pink House,,Birdsfoot Farm,,"Jones, Doug",26-Jan-10,,,,,"Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00018_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,"Original version: photograph, b&w; 8 x 10 in.",Birdsfoot Farm,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Houses,,,
,,,,,,,,,,,,,,,,,,,,,,,,Dwellings,,,
,,,,,,,,,,,,,,,,,,,,,,,,Owner built houses,,,
,,,,,,,,,,,,,,,,,,,,,,,,Outbuildings,,,
Back to the Land,428,House on Townline Road,,Birdsfoot Farm,,"Jones, Doug",26-Jan-10,,,,Scott and Joan Lomba's house on Townline Rd. around the corner from Birdsfoot Farm in 1976.,"Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00019_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,"Original version: photograph, b&w; 5 x 7 in.",Dwellings,,Image,
,,,,,,,,,,,,,,,,xlm_mss_158_birdsfoot_00019b_sc.jpg,,,,,,,,Architecture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Houses,,,
,,,,,,,,,,,,,,,,,,,,,,,,Owner built houses,,,
Back to the Land,429,Packaging Alfalfa Sprouts in the Birdsfoot Kitchen,,Birdsfoot Farm,,"Jones, Doug",26-Jan-10,,,,Valerie Summer weighing alfalfa sprouts at Birdsfoot Farm.,"Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00021_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,"Original version: photograph, b&w; 5 x 6 in.",Birdsfoot Farm,,Image,
,,,,,,,,,,,,,,,,xlm_mss_158_birdsfoot_00021b_sc.jpg,,,,,,,,Farm produce,,,
,,,,,,,,,,,,,,,,,,,,,,,,Kitchens,,,
,,,,,,,,,,,,,,,,,,,,,,,,Rooms & spaces,,,
,,,,,,,,,,,,,,,,,,,,,,,,"Plants, Edible",,,
,,,,,,,,,,,,,,,,,,,,,,,,Sprouts,,,
,,,,,,,,,,,,,,,,,,,,,,,,Alfalfa,,,
Back to the Land,430,Discing Buckwheat in the Field Called Violet,,Birdsfoot Farm,,"Jones, Doug",26-Jan-10,,,,,"Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00022_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,"Original version: photograph, b&w; 4 1/2 x 8 in.",Organic farming,,Image,
,,,,,,,,,,,,,,,,xlm_mss_158_birdsfoot_00022b_sc.jpg,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Harrowing,,,
,,,,,,,,,,,,,,,,,,,,,,,,Croplands,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm Equipment,,,
,,,,,,,,,,,,,,,,,,,,,,,,Sowing,,,
,,,,,,,,,,,,,,,,,,,,,,,,Green manure crops,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm tractors,,,
,,,,,,,,,,,,,,,,,,,,,,,,Outbuildings,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetable gardening,,,
Back to the Land,431,Running the Combine,,Birdsfoot Farm,,"Jones, Doug",26-Jan-10,,,,,"Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00024_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,"Original version: photograph, b&w; 5 x 7 in.",Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm equipment,,,
,,,,,,,,,,,,,,,,,,,,,,,,Combines,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm tractors,,,
,,,,,,,,,,,,,,,,,,,,,,,,Harvesting machinery,,,
Back to the Land,432,Visiting with the Calves,,Birdsfoot Farm,,"Jones, Doug",26-Jan-10,,,,"Valerie Summer petting dog Zucchini pickle, with twin Guernseys Asia and Persia.","Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00025_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,"Original version: photograph, b&w; 5 x 8 in.",Birdsfoot Farm,,Image,
,,,,,,,,,,,,,,,,xlm_mss_158_birdsfoot_00025b_sc.jpg,,,,,,,,Animal husbandry,,,
,,,,,,,,,,,,,,,,,,,,,,,,Cattle,,,
Back to the Land,433,Combining,,Birdsfoot Farm,,"Jones, Doug",26-Jan-10,,,,Carl driving tractor and combine circa 1973. Carl was one of the founders of Birdsfoot Farm.,"Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00026_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,"Original version: photograph, b&w; 4 1/2 x 7 in.",Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm Equipment,,,
,,,,,,,,,,,,,,,,,,,,,,,,Combines,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm Tractors,,,
,,,,,,,,,,,,,,,,,,,,,,,,Field crops,,,
Back to the Land,434,Picnic Trip out on the Hog's Back,,Birdsfoot Farm,,"Jones, Doug",26-Jan-10,,,,David Katz driving fellow Birdsfooters out for a picnic.,"Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00027_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,"Original version: photograph, b&w; 5 x 8 in.",Organic farming,,Image,
,,,,,,,,,,,,,,,,xlm_mss_158_birdsfoot_00027b_sc.jpg,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Picnic,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm tractors,,,
,,,,,,,,,,,,,,,,,,,,,,,,Outdoor recreation,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm life,,,
,,,,,,,,,,,,,,,,,,,,,,,,Country living,,,
Back to the Land,435,Cabin Construction,,Birdsfoot Farm,,"Jones, Doug",26-Jan-10,,,,"Valerie Summer and Alan Sorotkin enlarging the ""Far House"" at Birdsfoot Farm, circa 1978","Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00029_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,"Original version: photograph, b&w; 5 x 7 in.",Dwellings,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,House construction,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
Back to the Land,436,Calves in the Barn,,Birdsfoot Farm,,"Jones, Doug",26-Jan-10,,,,,"Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00030_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,"Original version: photograph, b&w; 5 x 8 in.",Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Barns,,,
,,,,,,,,,,,,,,,,,,,,,,,,Dairying,,,
,,,,,,,,,,,,,,,,,,,,,,,,Animal husbandry,,,
Back to the Land,437,Running the Combine,,Birdsfoot Farm,,"Jones, Doug",26-Jan-10,,,,,"Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00031_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,"Original version: photograph, b&w; 5 x 7 in.",Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm tractors,,,
,,,,,,,,,,,,,,,,,,,,,,,,Combines,,,
,,,,,,,,,,,,,,,,,,,,,,,,Harvesting equipment,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm equipment,,,
Back to the Land,438,Calves Hanging Around the Barn,,Birdsfoot Farm,,"Jones, Doug",26-Jan-10,,,,,"Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00032_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,"Original version: photograph, b&w; 5 x 8 in.",Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Barns,,,
,,,,,,,,,,,,,,,,,,,,,,,,Animal husbandry,,,
,,,,,,,,,,,,,,,,,,,,,,,,Dairying,,,
Back to the Land,439,Canton Farmers' Market,,Birdsfoot Farm,,"Jones, Doug",26-Jan-10,,,,Birdsfoot members at the Canton Farmer's Market.,"Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00033_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,"Original version: photograph, b&w; 5 x 8 in.",Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farmers' markets,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetable gardening,,,
Back to the Land,440,Fourth of July Party,,Birdsfoot Farm,,"Jones, Doug",26-Jan-10,,,,,"Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00034_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,"Original version: photograph, b&w; 3 x 5 in.",Birdsfoot Farm,,Image,
,,,,,,,,,,,,,,,,xlm_mss_158_birdsfoot_00034b_sc.jpg,,,,,,,,Picnics,,,
,,,,,,,,,,,,,,,,,,,,,,,,Holidays,,,
,,,,,,,,,,,,,,,,,,,,,,,,Parties,,,
,,,,,,,,,,,,,,,,,,,,,,,,Music,,,
,,,,,,,,,,,,,,,,,,,,,,,,Children,,,
,,,,,,,,,,,,,,,,,,,,,,,,Celebrations,,,
Back to the Land,441,Party with Big Dog at Birdsfoot,,Birdsfoot Farm,,"Jones, Doug",26-Jan-10,,,,"Party at Birdsfoot with Big Dog Commune in 1976. From left Ron Nolland, Mary Scudlark, Valerie Summer, then unknown unknown.","Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00042_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,"Original version: photograph, b&w; 8 x 10 in.",Birdsfoot Farm,,Image,
,,,,,,,,,,,,,,,,xlm_mss_158_birdsfoot_00042b_sc.jpg,,,,,,,,Big Dog Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Communal living,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm life,,,
,,,,,,,,,,,,,,,,,,,,,,,,Alterntive lifestyles,,,
,,,,,,,,,,,,,,,,,,,,,,,,Parties,,,
,,,,,,,,,,,,,,,,,,,,,,,,Entertaining,,,
Back to the Land,442,Visiting on the Porch,,Birdsfoot Farm,,"Jones, Doug",26-Jan-10,,,,,"Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00044_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,"Original version: photograph, b&w; 4 x 8 in.",Birdsfoot Farm,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Porches,,,
,,,,,,,,,,,,,,,,,,,,,,,,Children,,,
,,,,,,,,,,,,,,,,,,,,,,,,Pets,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm life,,,
,,,,,,,,,,,,,,,,,,,,,,,,Country life,,,
Back to the Land,443,Cabbages,,Birdsfoot Farm,,"Jones, Doug",26-Jan-10,,,,,"Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00049_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,"Original version: photograph, b&w; 8 x 10 in.",Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Cabbage,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetable gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Season extension,,,
Back to the Land,444,Music at a Gathering,,Birdsfoot Farm,,"Jones, Doug",26-Jan-10,,,,,"Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00055_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,"Original version: photograph, b&w; 5 x 8 in.",Birdsfoot Farm,,Image,
,,,,,,,,,,,,,,,,xlm_mss_158_birdsfoot_00055b_sc.jpg,,,,,,,,Music,,,
,,,,,,,,,,,,,,,,,,,,,,,,Porches,,,
,,,,,,,,,,,,,,,,,,,,,,,,Parties,,,
,,,,,,,,,,,,,,,,,,,,,,,,Partying,,,
,,,,,,,,,,,,,,,,,,,,,,,,Holidays,,,
,,,,,,,,,,,,,,,,,,,,,,,,Celebrations,,,
Back to the Land,445,Taking Down a Tree at Birdsfoot,,Birdsfoot Farm,,"Jones, Doug",26-Jan-10,,,,,"Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00057_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,"Original version: photograph, b&w; 5 x 6 1/2 in.",Birdsfoot Farm,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Porches,,,
,,,,,,,,,,,,,,,,,,,,,,,,Dwellings,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farmhouses,,,
,,,,,,,,,,,,,,,,,,,,,,,,Tree felling,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm life,,,
Back to the Land,446,Visiting,,Birdsfoot Farm,,"Jones, Doug",26-Jan-10,,,,,"Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00058_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,"Original version: photograph, b&w; 6 x 8 in.",Birdsfoot Farm,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Entertaining,,,
,,,,,,,,,,,,,,,,,,,,,,,,"Portraits, Group",,,
,,,,,,,,,,,,,,,,,,,,,,,,Rooms & spaces,,,
Back to the Land,447,Pushing a Cart Past the Log House,,Birdsfoot Farm,,"Jones, Doug",26-Jan-10,,,,,"Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00059_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,"Original version: photograph, b&w; 4 1/2 x 8 in.",Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Dwellings,,,
,,,,,,,,,,,,,,,,,,,,,,,,Houses,,,
,,,,,,,,,,,,,,,,,,,,,,,,Log houses,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm life,,,
Back to the Land,448,Haying with a Hay Loader,,Birdsfoot Farm,,"Jones, Doug",26-Jan-10,,,,Birdsfoot Farm,"Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00060_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,"Original version: photograph, b&w; 5 x 8 in.",Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Haying,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm tractors,,,
,,,,,,,,,,,,,,,,,,,,,,,,Haying equipment,,,
,,,,,,,,,,,,,,,,,,,,,,,,Hay,,,
Back to the Land,483,Interview with Willis Kittle,,Alan Casline,,"Casline, Alan",9-Feb-10,,,,"An interview with Willis Kittle that formed the basis for the Rootdrinker article ""New Bridge, NY: Tale of a Logging Town."" Rootdrinker 3.11 (1978): 7+.",,,,audio/mp3,,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: cassette tape.,,,Sound,
Back to the Land,595,House Raising in DeKalb,,Bryan Thompson,,"Thompson, Bryan",18-May-10,,,,,"Scanned at 800ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,thompson_photographs_sc_0001.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,"Original version: photograph, color; 3 x 5 in.",House construction -- 1990-2000,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Owner built houses,,,
,,,,,,,,,,,,,,,,,,,,,,,,Wooden-frame houses,,,
,,,,,,,,,,,,,,,,,,,,,,,,House framing,,,
,,,,,,,,,,,,,,,,,,,,,,,,House-raising parties,,,
Back to the Land,596,Barn Raising in DeKalb,,Bryan Thompson,Saint Lawrence County,"Rocco, Ellen",18-May-10,,,,"Photograph from a barn raising in DeKalb, New York in June of 1985. As described by Bryan Thompson: ""There had been a lot of preparation beforehand, myself and one other person had worked. First we did the lumbering, hauling logs out of the swamp, having the hemlocks trees cut to make them lumber and then we put together the pressure treated frame of the barn and then we had a work day for crew to put the roof on the barn. It’s a gambrel roof barn, so it’s a lot of work to get those trusses up there, but we had a crew to come together one day, one Saturday in June of 1985 and we put the roof on in one day, we put all the trusses up and the boards on the roof. Assembled all that and then from there I finished the barn myself. I did the initial work of setting up the frame and then when we needed the help a crew came in for a RLA workday and we set up the trusses and got the roof boards on and then I completed the barn and was able to put hay in that season, by mid July I was able to put hay in the barn.""","Scanned at 800ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,thompson_photographs_p_sc_001.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,"Original version: photograph, color; 3 x 5 in.",Farm buildings,,Image,
,,,,,Saint Lawrence River Valley,,,,,,,,,,,,,,,,,,,Barns -- Design and construction -- 1980-1990,,,
,,,,,North Country (N.Y.),,,,,,,,,,,,,,,,,,,Barn-raising parties,,,
,,,,,New York (State),,,,,,,,,,,,,,,,,,,Roof trusses,,,
,,,,,,,,,,,,,,,,,,,,,,,,Outbuildings,,,
,,,,,,,,,,,,,,,,,,,,,,,,Barn Construction,,,
